sender_id,receiver_id,value,corrected,corrected_body,origin_body,diff
249,49,0.0,1,"(Venue)Daikanyama Unit [ http://www.unit-tokyo.com ]
(Address) Za House Building Basement 2  1-34-17 Ebisu Nishi, Shibuya-Ku Telephone number: 03-3464-1012
(Time) Open and start at 18:00
(Ticket) 3,000 Yen for presale and 3,500 Yen on the day of the event (not included 1DRINK)
(Play guide) Release date: 10 am on 4th October (Saturday)","(Hall)Daikanyama Unit [ http://www.unit-tokyo.com ]
(Address) Za House Building Basement 2  1-34-17 Ebisu Nishi, Shibuya-Ku Telephone number: 03-3464-1012
(Time) Open and start at 18:00
(Ticket) 3,000 Yen at presale and 3,500 Yen on the day of the event (you must pay for 1 drink additionally)
(Play guide) Days of sales: 10 o'clock on October 4th (Saturday)",7
249,49,0.0,1,"Ticket Pia  Telephone number:0570-02-9999   P code:245-273
LAWSON TICKET  Telephone number:  0570-084-003　L code：76914
　　e+ [ http://eplus.jp ]

(Production) Moushiwake Limited Company
(Management) Hot Staff Promotion  [ http://www.red-hot.ne.jp ]
(Cooperation) Warner Music Japan, One Peace Inc.  Yoshimoto Creative Agency","Ticket Pier  Telephone number:0570-02-9999   P code:245-273
LAWSON TICKET  Telephone number:  0570-084-003　L code：76914
　　e+ [ http://eplus.jp ]

(Production) Moushiwake Limited Company
(Management) Hot Staff Promotion  [ http://www.red-hot.ne.jp ]
(Cooperation) Warner Music Japan  One Peace Inc.  Yoshimoto Creative Agency",2
249,49,0.0,1,"(Contact) Daikanyama Unit  Telephone number: 03-3464-1012/Hot Staff Promotion 03-5720-9999 from 12:00 to 18:00 on weekdays

-Entry by the order of the serial number.
-Please do not bring the recording and photo devices.","(Inquiry for details) Daikanyama Unit  Telephone number: 03-3464-1012/Hot Staff Promotion 03-5720-9999 from 12:00 to 18:00 on weekdays

You must enter the hall by the order of the serial number.
We ask you not to bring the equipment for recording and taking a picture.",6
25,49,0.0,1,"Please pay attention to it.
ATTENTION!

We settled about sending by small packet.
Regarding the.....
However, we can send by the small packet only when we have an extra space in air mail, so priority is put on the express mail.

We heard that it takes longer when the items goes through customs in the States and Canada due to the increase of the items at Christmas and the year end & beginning of the year.
When we sent the item by small (packat <- spelling) at this time of last year, it took 2 months at the longest until it was delivered (around the end of January).

We hope that you understand that it takes long time to be delivered.
We appreciate your understanding.","Please pay attention to it.

We settled about sending by small packet.
However, we can send by the small packet only when we have an extra space in air mail, so priority is put on the express mail.

We heard that it takes longer that the items go through customs in the States and Canada due to the increase of the items at Christmas and the year end & beginning of the year.
When we sent the item by small packat at this time of last year, it took 2 months at the longest until it was delivered (around the end of January).

We hope that you understand that it takes long time to be delivered.
We appreciate your understanding.",5
116,49,0.0,0,"It was decided that an event of shaking hands in commemoration of releasing the Cosme Line ""Charming Kiss"", a brand, that was produced by Chiaki Ito, was going to be held.

""Charming Kiss"", a brand, that was produced by Chiaki Ito.
It was decided that the event of shaking hands was going to be held in commemoration of releasing the Cosme Line.
This time it is going to be held in Tokyo, Osaka, Nagoya and North Kanto for 4 days.

It is a super special event where you can obtain a participation ticket of the shaking hands and music card if you get a special liner. This is the event that is going to be the biggest hit of the Charming Kiss.
We hope that you participate in it by clinching 2014!","It was decided that an event of shaking hands in commemoration of releasing the Cosme Line ""Charming Kiss"", a brand, that was produced by Chiaki Ito, was going to be held.

""Charming Kiss"", a brand, that was produced by Chiaki Ito.
It was decided that the event of shaking hands was going to be held in commemoration of releasing the Cosme Line.
This time it is going to be held in Tokyo, Osaka, Nagoya and North Kanto for 4 days.

It is a super special event where you can obtain a participation ticket of the shaking hands and music card if you get a special liner. This is the event that is going to be the biggest hit of the Charming Kiss.
We hope that you participate in it by clinching 2014!",0
249,49,1.0,1,"For details, please check the homepage of the Charming Kiss
http://chiaki.koji-honpo.co.jp/

As a variety of information is released by Twitter and the app, please check here.

App.
（ ios:https://itunes.apple.com/jp/app/id668504622?mt=8)
 (Android: https://play.google.com/store/apps/details?id=li.yapp.appB09E7B30&hl=ja) 

","For details, please check the homepage of the Charming Kiss
http://chiaki.koji-honpo.co.jp/

As a variety of information is sent  by Twitter and application, please check here.

Application
（ ios:https://itunes.apple.com/jp/app/id668504622?mt=8)
 (Android: https://play.google.com/store/apps/details?id=li.yapp.appB09E7B30&hl=ja) 

",3
116,49,1.0,1,"Thank you for your inquiry.
We checked a list of inventory.

We have a question. How much percentage is discounted from the price listed here?
We feel that all the items are more expensive than the ones sold at Amazon.
If the items sold at the Amazon is less expensive, we will pruchase at Amazon.
If so, as your company has to pay for the fee of the Amazon, neither your company nor our company has any merit.

We purchase 89260B by 50 pieces per case at 70 dollars from the company we have business with.
We would like to do business with you at the price lower than that.

","Thank you for your inquiry.
We checked a list of inventory.

We have a question. How much percentage is discounted from the price listed here?
We feel that all the items are more expensive tham the ones sold at Amazon.
If the items sold at the Amazon is less expensive, we will pruchase at Amazon.
If so, as your company has to pay for the fee of the Amazon, neither your company nor our company has any merit.

We purchase 89260B by 50 pieces per case at 70 dollars from the company we have business with.
We would like to do business with you at the price lower than that.

",1
88,49,1.0,1,"Pluggy Lock is an extremely attractive item.
I am confident that I can sell a large volume of this item in Japan.
I would like to be an official distributor in Japan.
Please let me know your conditions.","Pluggy Lock is an extremely attractive item.
I am confident that I can sell a large volume of this items in Japan.
I would like to be an official agency in Japan.
Please let me know your conditions.",2
100,49,2.0,1,"Pluggy Lock is an extremely attractive item.
I am confident that I can sell a large volume of this item in Japan.
I would like to be an official agency in Japan.
Please let me know regarding your conditions.","Pluggy Lock is an extremely attractive item.
I am confident that I can sell a large volume of this items in Japan.
I would like to be an official agency in Japan.
Please let me know your conditions.",2
175,49,1.0,1,"Good day!
We appreciate your inquiry.

As you said, we had already sent the item on November 8th.
However, we sent it by SAL to reduce the price of the item to you this time.
You will receive it from November 22nd to December 6th if it arrives on schedule.
We sent it to the address registered on BBB subject to the regulation of AAA.
The address to which we sent is as follows.
We appreciate your patience until you receive it.
In a case like this, if you ask your nearest post office in advance, you might be able to solve it smoothly.
Please consider it.
If you have other questions, please let us know.
We appreciate your cooperation.

","Good day!
We apprecite your inquiry.

As you said, we had already sent the item on November 8th.
However, we sent it by SAL to reduce the price of the item to you this time.
You will receive it from November 22nd to December 6th if it arrives on schedule.
We sent it to the address registered on BBB subject to the regulation of AAA.
The address to which we sent is as follows.
We appreciate your patience until you receive it.
In such a case, if you ask your nearest post office in advance, you might be able to solve smoothly.
If you like it, please consider it.
If you have other questions, please let us know.
We appreciate your cooperation.

",5
29,49,0.0,1,"I purchased the item at an online shop.
When the item is delivered, the delivery person is going to tell me the schedule of the delivery by telephone. To which number, do I have to call?
Please let me know the telephone number that I can contact the delivery man.
I would like to know how he is going to deliver it to me if they [who are they?] cannot tell me the telephone number.
I appreciate your understanding.","I purchased the item at a shop on Internet.
When the item is delivered, the delivery person is going to tell me the schedule of the delivery by telephone. To which number, do I have to call?

Please let me know the telephone number that I can contact the delivery man.
I would like to know how he is going to deliver it to me if they cannot tell me the telephone number.
I appreciate your understanding.",2
29,49,-2.0,1,"As a reason that there are [tense confusion] a number of cancellations this time, there are [second time you use the ""there are"" construction] a number of items that have been uploaded at much lower than the price they [who are they?] requested since an error has occurred in the function of adjusting the fee at the system when uploading [dangling modifier] the items at CSV.","As a reason that there are a number of cancellations this time, there are a number of items that have been uploaded at much lower than the price they requested since an error has occurred in the function of adjusting the fee at the system when uploading the items at CSV.",4
229,49,0.0,0,"It is regarding the meeting with president of your company that is going to be held on December 20th (Thursday).
I hate to ask you, but could you please change the time?
If you can, I would be glad if you adjust it between 10:30 and 11:00.
The place of the meeting is as follows.","It is regarding the meeting with president of your company that is going to be held on December 20th (Thursday).
I hate to ask you, but could you please change the time?
If you can, I would be glad if you adjust it between 10:30 and 11:00.
The place of the meeting is as follows.",0
240,49,1.0,1,"Thank you for contacting us.
We are sorry that you did not like the item.
We had not found a problem when we checked it.
We would accept it If you would like to return the item and request the refund.
Could you please return the item to the following address?
Then we will issue the refund via Paypal after we receive the item.
Please let us know if you prefer returning the item. 
We are looking forward to hearing from you. ","Thank you for contacting us.
We are sorry that you did not like the item.
We had not found a problem when we checked it.
If you request the refunding and returning the item, we will accept them.
We hate to ask, but could you please return the item to the following address?
Then we will refund it via Paypal after we receive the item.
We are looking forward to your decision whether you select refunding or not.",7
219,49,1.0,1,"Please do not worry about it.
The replacement item is a base of neck-thru, soild body, two sets p-bass pick-ups as in the picture, and it is a correct one.
We will send a correct white base as a replacement.
The tracking number is going to be xxx.

Of course, we will refund the shipping charge to Japan that you pay and xx dollars for the charge that you are going to pay when you receive it.
We promise that we arrange the system where you do not have to pay for this matter.

We apologize that you had to spend the time for this matter.","Please do not worry about it.
The item exchanged is a base of neck-thru, soild body, two sets p-bass pick-ups in the picture, and it is a correct one.
We will send a correct white base as the item exchanged.
The tracking number is going to be xxx.

Of course, we will refund the shipping charge to Japan that you pay and xx dollars the charge that you are going to pay when you receive it.
We promise that we arrange the system where you do not have to pay for this matter.

We apologize that you had to spend the time for this matter.",5
100,49,2.0,1,"We attach the following 3 documents.
Receipt of the post office(receipt of SAL)
Delivery slip of manufacturer
Copy of the shipping slip for our company
Can you use them?
We delivered the item at the default address at ebay this time. 
We hate to ask this, but could you please talk wth a staff in the post office over there again?

Thank you for your support all the time.
Please let us clarify with the fee.
We believe that there will be no fee as we agreed with a buyer to cancel it.
However, we checked it now and found that the fee was calculated.
Could you please check it again?","We attach the following 3 documents.
Receipt of the post office(receipt of SAL)
Delivery slip of manufacturer
Copy of the slip for your company
Can we use them?
You will receive the item.
We hate to ask, but could you please talk wth a staff in the post office over there again?

Thank you for your support all the time.
Please let us check the fee.
We believe that  there will be no fee as we agreed with a buyer to cancel it.
However, we checked it now and found that the fee was calculated.
Could you please check it again?
",7
29,49,1.0,1,"A delivery man will call you before he delivers this item to you.
He is going to tell the time when he delivers it by phone.
If he cannot contact you by phone, he does not deliver it to you.
When you place an order, please put the phone number you can be contacted.
We appreciate your cooperation.","A delivery man will call you before he delivers this item to you.
He is going to tell the time when he delivers it by telephone.
If he cannot contact you by telephone, he does not deliver it to you.
When you place an order, please input the telephone number that he can contact you by telephone.
We appreciate your cooperation.",6
29,49,0.0,1,"I made an inquiry.
What does the following e-mail mean?","I made ann inquiry.
What does the following e-mail mean?",1
124,49,0.0,1,"We would like to handle the items of your company.
(The shipping charge to Japan is included).

Can you ship them to Japan?

We will start sales in the Japanese market.
Then we are going to handle your items in Japan.
There are a number of customers who use this item in Japan, and it is highly demanded.
Could you please sell it at wholesale price?

What [How much] are you asking for this?  
","We would like to handle the items of your company.
(The shipping charge to Japan is included).

Can you ship the items to Japan?

We will start sales in the Japanese market.
Then we are going to handle your items in Japan.
There are a number of customers who use this item in Japan, and it is highly demanded.
Could you please sell it at wholesale price?

At how much are you going to sell it?

",3
149,49,2.0,0,"Nagoya: Bottom Line
4,500 Yen
Kyodo Tokai","Nagoya: Bottom Line
4,500 Yen
Kyodo Tokai",0
53,49,0.0,1,"※ On the day of the event, the camera crew might be in the hall to report the event. Please take note that You may be included in the film. We ask you for your understanding it in advance.
※ You are prohibited from waiting outside the day before the event, as it cause nuisance to residents in the neighborhood.

We appreciate your understanding and cooperation.","※ On the day of the event, a cameraman might be in the hall for reporting the event. You might be taken in the film. We ask you to understand it in advance.
※ You are prohibited from sitting from the previous day of the event as it causes a nuisance to those in the neighborhood.

We appreciate your understanding and cooperation.",12
219,49,2.0,1,"※ On the day, we ask you to follow the instructions and warnings of the staff. If you do not follow them, we might refuse your participation. A sponsor is not responsible for the accidents that are caused as a result of not following their instructions and warnings in the hall.

※ You are strictly prohibited from reselling, making a copy and counterfeiting. The ticket that is obtained as a result of reselling, etc. is invalid.

※ The contents of the event is subject to change or suspended due to some reasons on the day.
If it happens, you still cannot cancel the items that were reserved or purchased. We ask you to understand it in advance.","※ On the day, we ask you to follow the instruction and attention of the staff. If you do not follow them, we might refuse your participation. A sponsor is not responsible for the accidents that are caused as a result of not following their instruction and attention in the hall.

※ You are strictly prohibited from reselling, making a copy and counterfeiting. The ticket that is obtained as a result of reselling, etc. is invalid.

※ The contents of the event is subject to change or suspended due to some reasons on the day.
If it happens, you still cannot cancel the items that were reserved or purchased. We ask you to understand it in advance.",4
149,49,0.0,1,"Good day!
Thank you for your reply.
We apologize to have caused an inconvenience as you have not received an item this time.
We will issue you a refund.
Thank you for your kind understanding.

Good day!
Thank you for supporting us all the time.
Regarding the below transaction, we would like to issue you a refund.
We appreciate your understanding.","Good day!
Thank you for your reply.
We apologize to have given an inconvenience as you have not received an item this time.
We will process this business by refunding.
We hope that you understand us.

Good day!
Thank you for supporting us all the time.
Regarding the business as is described below, we are going to handle by refunding.
We appreciate your understanding.",6
124,49,0.0,1,"My opinion about the ""name"" is:
As you say, this a functional problem.
However, it is an item with defect subject to the Japanese standard.
As we understand the world standard, if you insist that it is an item without defect,
we will solve this problem within our company.
However, we have to reflect it to the sales price, so we would be glad if you consider a selection by improvement of the quality or inspection.
","It is my opinion regarding this problem.
As you say, this problem does not have a problem in its function.
However, it is an item with defect subject to the Japanese standard.
As we understand the world standard, if you insist that it is an item without defect,
we will solve this problem within our company.
However, we have to reflect it to the sales price, so we would be glad if you consider a selection by improvement of the quality or inspection.
",4
116,49,0.0,1,"We cannot save money if we live alone.

I am also learning while I commute.
I have a movie application used for studying, and I can recommend it to you.
We can select among the subtitle, Japanese and without the subtite while we are watching it. We can also search a word we do not know when we are watching it.

It's funny.
I made a worse mistake.
A couple of days ago, my friend asked if his or her Japanese was rude. 
I replied in English that I did not mind it because you had been rude for a long time.
I was the worst.","We cannot save money if we live alone.

I am also learning while I commute.
I have a movie application used for studying, and I can recommend it to you.
We can select among the subtitle, Japanese and without the subtite while we are watching it. We can also search a word we do not know when we are watching it.

We can laugh at it.
I made a worse mistake.
A couple of days ago, my friend asked if his or her Japanese was rude. 
I replied that I did not mind it because you had been rude for a long time.
I was the worst.",2
116,49,0.0,1,"We asked the manufacturer to check the item comprehensively on November 21st, and found that there was no problem about how it works.

We do not know how many people have owned it in the past.
The serial number is ○○.","We asked a manufacturer to check the item comprehensively on November 21st, and found that there was no problem about how it works.

We do not know how many people have owned it in the past.
The serial number is ○○.",1
116,49,0.0,1,"Good day!
We appreciate that you have contacted us several times.
May we suggest our idea?

As we do not want to give an inconvenience to you for the arrangement
of the international mail, etc., may we issue a refund for the price of the item for you?
You can dispose the item that you received.

By this way, you do not have to do anything complicatedly,
and we can repay the money that you had paid.

We are also glad that we can solve your problem immediately.
Please let us know if 
we send the shipping charge to you and you return the item
or
we issue the refund for you and terminate our business.

","Good day!
We appreciate that you have contacted us several times.
May we suggest our idea?

As we do not want to give an inconvenience to you for the arrangement
of the international mail, etc., may we issue a refunding for the price of the item for you?
You can dispose the item that you received.

By this way, you do not have to do anything complicatedly,
and we can repay the money that you had paid.

We are also glad that we can solve your problem immediately.
Please let us know if 
we send the shipping charge to you and you return the item
or
we issue the refunding for you and close our business.

",3
229,49,0.0,0,"We just called eBay and Paypal.
As we arranged for returning the item and refunding last time,
it cannot be refunded via eBay.
we hate to ask you, but could you please receive it from the Paypal?
We were asked from the eBay to inform it to the buyer.

As for the lens we are listing now, we list it by bidding.
We would be appreciated if you participate in the bidding.
If no one participates in it, we will list it at the same price immediately.
As we are going to list the same lens from now, we would be glad if you
look at it.","We just called eBay and Paypal.
As we arranged for returning the item and refunding last time,
it cannot be refunded via eBay.
we hate to ask you, but could you please receive it from the Paypal?
We were asked from the eBay to inform it to the buyer.

As for the lens we are listing now, we list it by bidding.
We would be appreciated if you participate in the bidding.
If no one participates in it, we will list it at the same price immediately.
As we are going to list the same lens from now, we would be glad if you
look at it.",0
229,49,1.0,0,"How happy we are if we can listen to the music of the Sound Cloud. I assume that many people feel so.

Thank you for your advice. I extracted the data easily. It is kind of difficult to use it, but it is a superb Add-on. I would be glad if I have a moving picture which tells me how to extract the Pagination and the picture.  ","How happy we are if we can listen to the music of the Sound Cloud. I assume that many people feel so.

Thank you for your advice. I extracted the data easily. It is kind of difficult to use it, but it is a superb Add-on. I would be glad if I have a moving picture which tells me how to extract the Pagination and the picture.  ",0
116,49,1.0,0,"In what kind of box, are this item delivered?
If you do not mind, may I see the picture?","In what kind of box, are this item delivered?
If you do not mind, may I see the picture?",0
116,49,0.0,0,"Good day!
I apologize that I cannot go to the Philippines for a long time.
As for a basket bag next year, could you send me an e-mail if you have a pamphlet and other documents for the new item?

It is a catalog of the basket bag that is going to be sold in Japan next year as a reference.
We would like to have a simple and small basket bag that is listed in the catalog below.
We look forward to your reply.

We appreciate your cooperation.","Good day!
I apologize that I cannot go to the Philippines for a long time.
As for a basket bag next year, could you send me an e-mail if you have a pamphlet and other documents for the new item?

It is a catalog of the basket bag that is going to be sold in Japan next year as a reference.
We would like to have a simple and small basket bag that is listed in the catalog below.
We look forward to your reply.

We appreciate your cooperation.",0
116,49,0.0,0,"You can apply at the following URL/

(Official by priority) By lottery
We accept applications at http://y-tickets.jp/skyhi151-of.
We accept them from 3 o'clock in the afternoon of November 27th (Thursday) through 11:59 in the evening of December 2nd (Tuesday)","You can apply at the following URL/

(Official by priority) By lottery
We accept applications at http://y-tickets.jp/skyhi151-of.
We accept them from 3 o'clock in the afternoon of November 27th (Thursday) through 11:59 in the evening of December 2nd (Tuesday)",0
249,49,1.0,1,"The talk show of Chiaki Ito on February 8th (Sunday) in Osaka has been decided.

We decided to hold a talk show of Chiaki Ito in KKR Hotel  Osaka on February 8th (Sunday).

(Schedule)
February 8th (Sunday) 2015
Part 1: Opening at 12: 30 and starting at 13:00
Part 2: Opening at 16:30 and starting at 17:00.

(Venue)
2-24 Baba-cho, Chuo-ku, Osaka City, Osaka Prefecture
KKR Hotel Osaka 3rd floor Ginganoma Party Hall

","The talk show of Chiaki Ito that is going to be held on February 8th (Sunday) in Osaka was decided.

We decided to hold a talk show of Chiaki Ito in KKR Hotel  Osaka on February 8th (Sunday).

(Schedule)
February 8th (Sunday) 2015
Part 1: Opening at 12: 30 and starting at 13:00
Part 2: Opening at 16:30 and starting at 17:00.

(Venue)
2-24 Baba-cho, Chuo-ku, Osaka City, Osaka Prefecture
KKR Hotel Osaka 3rd floor Ginganoma Party Hall

",2
105,49,1.0,1,"We ask you to cancel the entire order.
We made a mistake in the volume of purchasing.

We will purchase it again after reducing the volume.
At that time, we will provide an identification card to you.

We appreciate your understanding.","We ask you to cancel all our order.
We made a mistake in the volume of purchasing.

We will purchase it again after reducing the volume.
At that time, we will provide an identification card to you.

We appreciate your understanding.",1
154,49,1.0,1,"We ask you to cancel all our order.
We made a mistake in the volume of purchasing.

We will purchase it again after reducing the volume.
At that time, we will provide the identification card to you.

We appreciate your understanding.","We ask you to cancel all our order.
We made a mistake in the volume of purchasing.

We will purchase it again after reducing the volume.
At that time, we will provide an identification card to you.

We appreciate your understanding.",1
105,49,2.0,0,"It is an inquiry from a customer who use 50 xxx cameras produced by Panasonic.
May we record the voice by using NCW? If we can, could you please tell me how to use it?

I calculated the requirement that was made a couple of days ago as follows.
It was that 16 cameras x 10 unit and thereby 133,500 Yen → 100,125 Yen x 10.
We have paid only by advance so far. This time we are going to pay at the end of next month as the customer requests so. We are also going to pay to your company after we receive the payment.

We have a new order below.","It is an inquiry from a customer who use 50 xxx cameras produced by Panasonic.
May we record the voice by using NCW? If we can, could you please tell me how to use it?

I calculated the requirement that was made a couple of days ago as follows.
It was that 16 cameras x 10 unit and thereby 133,500 Yen → 100,125 Yen x 10.
We have paid only by advance so far. This time we are going to pay at the end of next month as the customer requests so. We are also going to pay to your company after we receive the payment.

We have a new order below.",0
229,49,1.0,0,"JCMA is a new name after integration

On December 9th, Japan PCO and Convention Planners Association of Japan that are going to be integrated in June next year held an extraordinary general meeting and mid general meeting respectively. They explained the details of what they had discussed for establishment of a new organization to the members.

The new name of the company is JCMA.

In the evening on the day, the participants exchanged their opinions as their first joint event where members of the both companies and a number of those who are related to MICE gathered and developed their friendship.

In the meeting where they exchanged opinions, Mr. Hideo Bunbu who is a chairman of CPA and Mr. Hirotake Chikanami who is a director of Japan PCO exchanged the greeting where they were harmonized. ","JCMA is a new name after integration

On December 9th, Japan PCO and Convention Planners Association of Japan that are going to be integrated in June next year held an extraordinary general meeting and mid general meeting respectively. They explained the details of what they had discussed for establishment of a new organization to the members.

The new name of the company is JCMA.

In the evening on the day, the participants exchanged their opinions as their first joint event where members of the both companies and a number of those who are related to MICE gathered and developed their friendship.

In the meeting where they exchanged opinions, Mr. Hideo Bunbu who is a chairman of CPA and Mr. Hirotake Chikanami who is a director of Japan PCO exchanged the greeting where they were harmonized. ",0
88,49,2.0,1,"Please use this application in the environment where you can use the Internet.(...where internet connection is available)
A campaign for commemoration of the newly released service. (←ここはちょっと背景がよくわからないのですが、New Releaseだとなんとなくししっくりとこないような気がします。）
You can use all the functions and contents at free of charge during the campaign.","Please use this application in the environment where you can use the Internet.
A campaign for commemoration of the new release.
You cah use all the functions and contents at free of charge during the campaign.",3
229,49,1.0,0,"Please use this application in the environment where you can use the Internet.
A campaign for commemoration of the new release.
You cah use all the functions and contents at free of charge during the campaign.","Please use this application in the environment where you can use the Internet.
A campaign for commemoration of the new release.
You cah use all the functions and contents at free of charge during the campaign.",0
105,49,2.0,0,"Of course, you can delete the price of any items that are listed in an invoice.
However, as we thought that you had to work on it if we calculate by matching with 500 dollars and 25 cent as a discount, we sent an e-mail to you regarding the case where we calculated by using A and B as an example.
You can delete the price by using our example, or can delete the price of other items.
You can select it. ","Of course, you can delete the price of any items that are listed in an invoice.
However, as we thought that you had to work on it if we calculate by matching with 500 dollars and 25 cent as a discount, we sent an e-mail to you regarding the case where we calculated by using A and B as an example.
You can delete the price by using our example, or can delete the price of other items.
You can select it. ",0
209,49,1.0,1,"It would be better if we can search the whole YouTube without using API of Lastfm only when we input a keyword and search, (which is similar to the script below).

Under the current situation, we cannot listen to a new song that has been uploaded on to YouTube.","It is good if we we can search the whole YouTube without using API of Lastfm only when we input a keyword and search, (which is similar to the script below).

Under the current situation, we cannot listen to a new song that has been uploaded in the YouTube.",3
29,49,-1.0,1,"Asahi Beer is a  beer brand of the only large company in Japan that has a factory in Sapporo. Since it started to sell it in 1987, the company has kept improving the quality for about 30 years with a concept ""we feel good at our throat,  light and clear when we drink our beer."" 
As ""it makes us feel clear [?], it goes with any kind of the dishes.""
We selected Asahi for this reason.","Asahi Beer is a  beer brand of the large company in Japan, and it is the only company that has a factory in Sapporo. Since it has started to sell it in 1987, the company has been improving the quality for about 30 years with a concept where ""we feel good at our throat,  light and clear when we drink our beer."" 
As ""it is a beer which makes us feel clear, it goes with any kind of the dishes.""
We selected Asahi by this reason.",8
209,49,1.0,1,"The procedure above is the way that you instructed, isn't it?

Regarding the Order number 75, as I have not received the Order number 28,  
I ordered again.
I ask you to request the vendor that I can receive this rug by December 15th.

I would like to receive all the following rugs that I have not received by December 15th.

I ordered the Order number 25 on December 4th and the Order number 28 on November 20th.
I have been waiting for them for a long time.
I appreciate your understanding, and please work on it immediately.","The proceedure above is a way that you instructed, isn't it?

Regarding the Order number 75, as I have not received the Order number 28,  
I ordered again.
I ask you to request a vendor that I can receive this rug by December 15th.

I would like to receive all the following rugs that I have not received by December 15th.

I ordered the Order number 25 on December 4th and the Order number 28 on November 20th.
I have been waiting for them for a long time.
I appreciate your understanding, and please work on it immediately.",3
116,49,1.0,0,"We have a special set where you can obtain an original necklace and a postcard only if you apply on the website. Would you please check it?

For details, please check here.
★COCO TOKYO
http://www.coco-tokyo.jp/kiki/

★Homepage of love passport
http://www.love-perfume.jp/

★Homepage of charming kiss
http://chiaki.koji-honpo.co.jp/ ","We have a special set where you can obtain an original necklace and a postcard only if you apply on the website. Would you please check it?

For details, please check here.
★COCO TOKYO
http://www.coco-tokyo.jp/kiki/

★Homepage of love passport
http://www.love-perfume.jp/

★Homepage of charming kiss
http://chiaki.koji-honpo.co.jp/ ",0
116,49,-1.0,1,"The day when tickets are sold
December 7th 2014
Play guide
Rakuten Ticket

Remarks:
(Priority on the member by e-mail)
10 o'clock in the morning on December 7th 2014 (Sunday)
(Priority on Play Guide)
10 o'clock in the morning on December 14th (Sunday)
(The day when general tickets are sold.)
10 o'clock in the morning on December 21st (Sunday)","Day when the ticket is sold
December 7th 2014
Play guide
Rakuten Ticket

Remarks:
(Priority on the member by e-mail)
10 o'clock in the morning on December 7th 2014 
(Priority on Play Guide)
10 o'clock in the morning on December 14th (Sunday)
(Day when the ticket is sold in general)
10 o'clock in the morning on December 21st (Sunday)",5
249,49,0.0,1,"★Official shop of Kodagumi
（Smart phone and PC）http://shop.mu-mo.net/st/fc/FKB.html
（Mobile）http://m-shop.mu-mo.net/st/fc/FKB.html

★Official shop of playroom
（Smart phone and mobile）http://kodakumi.net/ ","★Official shop of Kumi Koda
（Smart phone and personal computer）http://shop.mu-mo.net/st/fc/FKB.html
（Mobile）http://m-shop.mu-mo.net/st/fc/FKB.html

★Official shop of Playroom
（Smart phone and mobile）http://kodakumi.net/ ",3
249,49,0.0,1,"""Music Factory""
The Christmas party that was held in Roppongi Mercedes-Benz Connection on December 12th (Friday) is on air.

Date and time: From 5 o'clock to 5: 54 in the evening on December 13th (Saturday)
http://www.j-wave.co.jp/original/musicfactory/2014/12/post-98.html ","""Music Factory""
The Christmas party that was held in Roppongi Mercedes-Benz Connection on December 12th (Friday) is on the air.

Day and time: From 5 o'clock to 5: 54 in the evening on December 13th (Saturday)
http://www.j-wave.co.jp/original/musicfactory/2014/12/post-98.html ",2
29,49,-1.0,1,"This game soft [word confusion] is by [article] Japanese version [?].
You can play only at a game by Japanese version [?].
We hope that you understand it in advance.

We accept [article] returned item and refunding if you win the bidding by mistake, but we ask you to pay for the shipping charge when you return the item.
","This game soft is by Japanese version.
You can play only at a game by Japanese version.
We hope that you understand it in advance.

We accept returned item and refunding if you win the bidding by mistake,
but we ask you to pay for the shipping charge when you return the item.
",5
116,49,1.0,0,"I know what you want to insist.
How much do I have to refund to you finally?
We refunded the price of the item from the Paypal via eBay.
Would you please check the Paypal?
If you do not want to receive the refund issued by us, please return it to us.

Then we will pay in full amount by the pound .
You can sell the item you have by mistake over there.
We will pay the difference.
May we ask your cooperation as we would like to solve it immediately.
","I know what you want to insist.
How much do I have to refund to you finally?
We refunded the price of the item from the Paypal via eBay.
Would you please check the Paypal?
If you do not want to receive the refund issued by us, please return it to us.

Then we will pay in full amount by the pound .
You can sell the item you have by mistake over there.
We will pay the difference.
May we ask your cooperation as we would like to solve it immediately.
",0
88,49,0.0,1,"Attached, please find the evaluation results of the venture company that I am in charge of for your perusal.","As I marked a score for a venture company that I am in charge, I attach a file.
I hope that you check it.",2
116,49,1.0,1,"I explained in the e-mail that I sent first, but the purchased value of this rug pad is 0 dollars.
It is also listed in the invoice we sent, and we attached the document for it in this e-mail.
249 dollars is the purchased value of the items below.
We have already sent them to Japan yesterday.

I checked a tracking number of this item, and found that it was shown as an ""Exception"".
I believe that I will not receive it.
Should I order it again?
This is the 2nd time for me to order this month.
You have not refunded me for the orders I had not received.","I explained in the e-mail that I sent first, but the purchased value of this rug pad is 0 dollars.
It is listed in the invoice we sent, and we attached the document for it in this e-mail.
249 dollars is the purchased value of the items below.
We have already sent them to Japan yesterday.

I checked a tracking number of this item, and found that it was shown as an ""Exception"".
I believe that I will not receive it.
Should I order it again?
This is the 2nd time for me to order this month.
You have not refunded for the orders I had not received.",2
